date,open,high,low,close,volume,oi,store_name,category_name,zip_code,availability,sum_cpi,count_cpi,TRUE,Amazon Marketplace,"D1_PAINT, SUNDRIES AND CLEANING"
01/27/1999,2062.21,2091.51,2030.08,2030.36,10344800,0,Amazon Marketplace,D8_AUTOMOTIVE / SPORTING GOODS /,45687,TRUE,167076,1404,,,
01/28/1999,2030.36,2105.66,2030.36,2104.59,10138900,0,Home Depot,D5_HARDWARE,27544,TRUE,196942,1669,,,
01/29/1999,2104.59,2128.19,2074.01,2127.19,10571200,0,Walmart Marketplace,D4_PLUMBING,59764,TRUE,177445,1543,,,
02/01/1999,2127.19,2150.83,2114.53,2130.93,9571100,0,Amazon,"D1_PAINT, SUNDRIES AND CLEANING",32349,TRUE,208992,1866,,,
02/02/1999,2130.93,2133.4,2065.74,2078.69,9637100,0,Amazon,D9_CHRISTMAS,42261,TRUE,132756,1702,,,
02/03/1999,2078.77,2120.1,2064.34,2119.94,10570100,0,Lowes,D8_AUTOMOTIVE / SPORTING GOODS /,46431,FALSE,118198,1046,,,
02/04/1999,2119.95,2121.62,2027.56,2027.66,10991900,0,Menards,D5_HARDWARE,25841,FALSE,200412,1758,,,
02/05/1999,2027.66,2039.79,1963.8,1988.55,10137400,0,Amazon Marketplace,D2_HAND AND POWER TOOLS,27316,TRUE,130410,1134,,,
02/08/1999,1988.55,2034.21,1986.25,2034.21,8817800,0,Menards,DW_WINTER GOODS,43083,FALSE,196420,1708,,,
02/09/1999,2034.21,2036.21,1935.24,1935.33,9097800,0,Do it Best,D4_PLUMBING,2030,FALSE,136920,1630,,,
02/10/1999,1935.33,1973.9,1924.53,1944.18,9156200,0,Home Depot,D9_CHRISTMAS,20416,FALSE,156240,1680,,,
02/11/1999,1946.41,2045.08,1946.41,2044.68,9617600,0,Sears,"D1_PAINT, SUNDRIES AND CLEANING",38591,TRUE,162114,1977,,,
02/12/1999,2044.68,2044.68,1957.93,1958.6,8375600,0,Grainger,D3_ELECTRICAL,19231,TRUE,245148,1977,,,
02/16/1999,1958.6,2004.64,1940.74,1954.49,8192400,0,Sears Marketplace,D9_CHRISTMAS,54102,FALSE,89165,1049,,,
02/17/1999,1954.48,1954.48,1885.77,1891.37,9027800,0,Home Depot,D2_HAND AND POWER TOOLS,48967,TRUE,179564,1484,,,
02/18/1999,1891.37,1915.25,1864.9,1906.09,8599100,0,Petco,D4_PLUMBING,7540,TRUE,149400,1660,,,
02/19/1999,1906.09,1938.65,1906.09,1931.59,8134800,0,Walmart Marketplace,DW_WINTER GOODS,9300,FALSE,162045,1385,,,
02/22/1999,1931.65,1996.38,1918.71,1996.02,8435100,0,Home Depot,D6_HOUSEWARES,7049,TRUE,205448,1684,,,
02/23/1999,1996.02,2035.37,1991.6,2028.23,9121100,0,Amazon Marketplace,DW_WINTER GOODS,67274,FALSE,90810,1009,,,
02/24/1999,2028.23,2055.82,1988.33,1989.14,9310900,0,Sears Marketplace,D4_PLUMBING,9520,FALSE,178473,1451,,,
02/25/1999,1989.14,1989.14,1936.4,1974.39,8587000,0,Sears,D6_HOUSEWARES,22407,FALSE,171051,1541,,,
02/26/1999,1974.39,1974.39,1914.7,1925.28,9011700,0,WalMart,D4_PLUMBING,32906,FALSE,154206,1318,,,
03/01/1999,1925.97,1945.37,1902.29,1937.7,7708000,0,Sears,"D1_PAINT, SUNDRIES AND CLEANING",56348,FALSE,175980,1676,,,
03/02/1999,1937.7,1953.83,1886.36,1888.66,8940200,0,Lowes,DW_WINTER GOODS,28589,FALSE,131967,1333,,,
03/03/1999,1891.7,1913.18,1870.37,1899.81,8643800,0,Amazon,D5_HARDWARE,45325,TRUE,117640,1384,,,
03/04/1999,1899.81,1954.31,1880.85,1933.03,8894300,0,Walmart Marketplace,D8_AUTOMOTIVE / SPORTING GOODS /,62543,FALSE,142659,1441,,,
03/05/1999,1933.06,1985.54,1933.06,1969.87,8592000,0,Amazon Marketplace,D5_HARDWARE,56872,TRUE,130949,1439,,,
03/08/1999,1969.87,2034.69,1969.87,2034.05,9707500,0,WalMart,D3_ELECTRICAL,62407,TRUE,152005,1505,,,
03/09/1999,2034.05,2070.24,2021.21,2028.57,10329000,0,Lowes,D2_HAND AND POWER TOOLS,3006,TRUE,192165,1671,,,
03/10/1999,2028.57,2042.87,2012.03,2038.51,9366700,0,WalMart,D3_ELECTRICAL,22892,FALSE,106704,1026,,,
03/11/1999,2038.51,2067.49,2020.23,2043.76,10335800,0,Tractor Supply,D6_HOUSEWARES,58636,TRUE,204611,1691,,,
03/12/1999,2043.76,2043.76,1989.84,2008.96,9184100,0,Orchard Supply,D9_CHRISTMAS,18443,FALSE,132717,1599,,,
03/15/1999,2009.36,2060.34,1999.23,2060.34,8514800,0,Lowes,D6_HOUSEWARES,47985,TRUE,173184,1968,,,
03/16/1999,2060.34,2083.32,2048.29,2073.31,9772100,0,Tractor Supply,D9_CHRISTMAS,7807,TRUE,162456,1934,,,
03/17/1999,2073.14,2080.24,2057.13,2064.5,8543200,0,Amazon,D2_HAND AND POWER TOOLS,54178,TRUE,233500,1868,,,
03/18/1999,2064.5,2102.97,2060.53,2102.77,9374300,0,Orchard Supply,D3_ELECTRICAL,29892,FALSE,178176,1536,,,
03/19/1999,2102.91,2121.56,2053.17,2053.69,10548800,0,Tractor Supply,D3_ELECTRICAL,51970,TRUE,154638,1562,,,
03/22/1999,2053.69,2065.11,2025.7,2027.14,8742000,0,Amazon,"D1_PAINT, SUNDRIES AND CLEANING",3298,FALSE,220720,1780,,,
03/23/1999,2026.84,2026.84,1960.31,1961.31,9760000,0,Petco,D3_ELECTRICAL,3278,FALSE,180232,1733,,,
03/24/1999,1961.31,2013.7,1943.92,2013.55,8565200,0,Sears Marketplace,"D1_PAINT, SUNDRIES AND CLEANING",63090,FALSE,145627,1361,,,
03/25/1999,2013.55,2083.46,2013.55,2083.35,9394900,0,Walmart Marketplace,D5_HARDWARE,45071,FALSE,98588,1006,,,
03/26/1999,2083.35,2096.22,2058.87,2067.3,8311400,0,Lowes,D9_CHRISTMAS,68367,FALSE,169626,1663,,,
03/29/1999,2067.3,2144.66,2067.3,2144.66,8762000,0,Orchard Supply,DW_WINTER GOODS,23476,FALSE,179712,1664,,,
03/30/1999,2144.66,2158.94,2123.98,2125.69,8961100,0,Home Depot,D3_ELECTRICAL,60404,TRUE,146598,1383,,,
03/31/1999,2125.69,2168.69,2104.19,2106.39,11012000,0,Amazon Marketplace,D6_HOUSEWARES,68912,FALSE,182902,1678,,,
04/01/1999,2106.39,2147.63,2106.39,2146.13,8486800,0,Petco,D2_HAND AND POWER TOOLS,3207,TRUE,143756,1732,,,
04/05/1999,2146.13,2219.97,2146.13,2219.64,9779200,0,Orchard Supply,D4_PLUMBING,23038,TRUE,122199,1587,,,
04/06/1999,2219.64,2244.25,2200.56,2218.83,11139900,0,Grainger,D3_ELECTRICAL,23611,FALSE,88320,1104,,,
04/07/1999,2218.83,2251.29,2158.63,2192.29,12727500,0,Amazon,D5_HARDWARE,64076,TRUE,212223,1947,,,
04/08/1999,2192.29,2224.81,2156.65,2224.75,11458800,0,Sears,DW_WINTER GOODS,48826,FALSE,89991,1111,,,
04/09/1999,2224.75,2238.59,2208.39,2232.47,10913800,0,Walmart Marketplace,D6_HOUSEWARES,9995,TRUE,153760,1922,,,
04/12/1999,2232.47,2232.47,2167.71,2219.21,11433300,0,Do it Best,D8_AUTOMOTIVE / SPORTING GOODS /,66455,TRUE,196455,1871,,,
04/13/1999,2219.21,2240.3,2173.23,2175.18,13417000,0,Orchard Supply,"D1_PAINT, SUNDRIES AND CLEANING",53623,TRUE,116368,1039,,,
04/14/1999,2175.18,2214.68,2103.63,2103.63,14161900,0,Home Depot,D4_PLUMBING,48230,TRUE,97776,1008,,,
04/15/1999,2103.63,2136.27,2053.72,2135.81,12339600,0,Lowes,D6_HOUSEWARES,41289,TRUE,156618,1386,,,
04/16/1999,2135.81,2144.61,2082,2086.46,10270700,0,Amazon Marketplace,D5_HARDWARE,32830,TRUE,117406,1249,,,
04/19/1999,2086.46,2104.55,1962.56,1967.58,12009900,0,Sears Marketplace,D5_HARDWARE,16666,TRUE,156429,1719,,,
04/20/1999,1967.57,2030.34,1952.36,2030.28,11437400,0,WalMart,D9_CHRISTMAS,4036,FALSE,167860,1540,,,
04/21/1999,2031.6,2106.23,2022,2105.82,11252800,0,Sears Marketplace,D4_PLUMBING,29827,TRUE,175525,1475,,,
04/22/1999,2105.82,2185.23,2105.82,2183.49,11104600,0,Home Depot,D3_ELECTRICAL,60880,TRUE,124744,1006,,,
04/23/1999,2183.49,2224.4,2151.06,2210.44,10496700,0,Tractor Supply,D5_HARDWARE,26266,TRUE,169664,1928,,,
04/26/1999,2210.45,2276.68,2210.45,2260.66,10504700,0,Amazon Marketplace,DW_WINTER GOODS,43273,TRUE,142200,1800,,,
04/27/1999,2263.01,2283.55,2204.44,2207.03,11320100,0,Grainger,D9_CHRISTMAS,3468,FALSE,123188,1339,,,
04/28/1999,2207.03,2217.17,2147.54,2150.44,10008200,0,Do it Best,D2_HAND AND POWER TOOLS,27298,FALSE,109648,1246,,,
04/29/1999,2150.44,2152.72,2094.57,2119.29,10056500,0,Amazon,DW_WINTER GOODS,10719,TRUE,95000,1250,,,
04/30/1999,2119.47,2172.14,2081.67,2136.39,9944600,0,Do it Best,"D1_PAINT, SUNDRIES AND CLEANING",24485,TRUE,145350,1530,,,
05/03/1999,2136.39,2145.45,2097.39,2137.95,8660100,0,Amazon,D2_HAND AND POWER TOOLS,4799,TRUE,98480,1231,,,
05/04/1999,2137.95,2170.52,2096.08,2097.55,9217300,0,Amazon,DW_WINTER GOODS,61908,FALSE,125073,1069,,,
05/05/1999,2097.55,2155.8,2047.77,2155.77,10387300,0,Do it Best,D8_AUTOMOTIVE / SPORTING GOODS /,60601,FALSE,168224,1502,,,
05/06/1999,2155.77,2163.79,2075.96,2078.63,9096400,0,Grainger,D9_CHRISTMAS,3616,FALSE,177320,1430,,,
05/07/1999,2079.42,2119.86,2064.56,2117.73,8670500,0,Do it Best,D6_HOUSEWARES,37212,FALSE,81760,1022,,,
05/10/1999,2117.73,2151.87,2109.9,2134.75,8311300,0,Amazon,D9_CHRISTMAS,26865,FALSE,146680,1544,,,
05/11/1999,2134.75,2182.46,2134.75,2175.85,9546900,0,Petco,D6_HOUSEWARES,10150,FALSE,109592,1442,,,
05/12/1999,2175.85,2223.53,2152.77,2217.68,10325000,0,Sears,D9_CHRISTMAS,69026,TRUE,190216,1612,,,
05/13/1999,2217.68,2239.86,2178.37,2179.08,10695600,0,Menards,"D1_PAINT, SUNDRIES AND CLEANING",60773,FALSE,177760,1760,,,
05/14/1999,2179.08,2179.08,2120.72,2125.15,9363500,0,Menards,DW_WINTER GOODS,41970,FALSE,119180,1180,,,
05/17/1999,2125.15,2175.74,2099.73,2175.74,7876800,0,Amazon,"D1_PAINT, SUNDRIES AND CLEANING",61605,TRUE,112167,1133,,,
05/18/1999,2175.74,2180.67,2146.81,2159.26,8621000,0,Do it Best,D8_AUTOMOTIVE / SPORTING GOODS /,43189,TRUE,144432,1416,,,
05/19/1999,2159.36,2186.51,2119.55,2186.2,9643500,0,Amazon,D5_HARDWARE,40901,FALSE,111153,1407,,,
05/20/1999,2186.31,2193.45,2139.95,2139.95,10047700,0,Sears,D3_ELECTRICAL,65538,FALSE,149420,1205,,,
05/21/1999,2139.95,2152.56,2105.01,2114.4,8893300,0,Lowes,D8_AUTOMOTIVE / SPORTING GOODS /,34590,TRUE,153045,1611,,,
05/24/1999,2114.4,2123.47,2050.83,2060.59,9198800,0,Sears,D5_HARDWARE,2413,FALSE,110960,1460,,,
05/25/1999,2060.59,2086.48,1997.82,1999.04,10485100,0,Lowes,D6_HOUSEWARES,17781,TRUE,196190,1706,,,
05/26/1999,1999.04,2053.04,1960.55,2053.04,10994200,0,Amazon Marketplace,D3_ELECTRICAL,58667,TRUE,180776,1532,,,
05/27/1999,2053.04,2069.11,2021.18,2050.09,8343900,0,Orchard Supply,D4_PLUMBING,22526,FALSE,127224,1116,,,
05/28/1999,2050.09,2090.16,2038.74,2089.7,6815700,0,Do it Best,DW_WINTER GOODS,46718,FALSE,171300,1713,,,
06/01/1999,2089.7,2089.7,2025.66,2025.79,7436800,0,Sears Marketplace,D3_ELECTRICAL,38617,FALSE,189970,1727,,,
06/02/1999,2025.79,2076.65,1987.4,2074.54,8955800,0,Menards,D8_AUTOMOTIVE / SPORTING GOODS /,16217,FALSE,126126,1638,,,
06/03/1999,2074.54,2083,2029.22,2030.4,8193100,0,Petco,DW_WINTER GOODS,57775,FALSE,148352,1952,,,
06/04/1999,2031.97,2109.47,2031.97,2109.41,8856900,0,Amazon,D2_HAND AND POWER TOOLS,23279,FALSE,154336,1696,,,
06/07/1999,2109.41,2155.39,2109.41,2152.69,8747700,0,Do it Best,D8_AUTOMOTIVE / SPORTING GOODS /,47967,FALSE,145750,1325,,,
06/08/1999,2152.69,2158.8,2083.81,2086.75,8477200,0,Menards,D2_HAND AND POWER TOOLS,50236,TRUE,97612,1061,,,
06/09/1999,2089.14,2136.52,2089.14,2135.48,8417200,0,Do it Best,D4_PLUMBING,25418,TRUE,172620,1918,,,
06/10/1999,2135.48,2135.48,2081.67,2097.79,7964100,0,Amazon,"D1_PAINT, SUNDRIES AND CLEANING",19087,TRUE,87067,1049,,,
06/11/1999,2097.79,2120.54,2057.19,2062.29,7551200,0,Lowes,D4_PLUMBING,65289,TRUE,145464,1672,,,
06/14/1999,2062.29,2074.28,2027.9,2028.92,8354700,0,Home Depot,D4_PLUMBING,35024,TRUE,235724,1901,,,
06/15/1999,2028.56,2072.35,2020.38,2058.17,8370200,0,Tractor Supply,DW_WINTER GOODS,46605,FALSE,126000,1260,,,
06/16/1999,2058.17,2167.82,2058.17,2167.49,10265300,0,Amazon,D2_HAND AND POWER TOOLS,43769,FALSE,180937,1691,,,
06/17/1999,2159.1,2198.29,2139.8,2190.83,8923800,0,Grainger,D3_ELECTRICAL,40877,TRUE,157052,1988,,,
06/18/1999,2190.83,2206.2,2155.19,2205.46,9781100,0,Menards,D4_PLUMBING,36538,FALSE,163639,1687,,,
06/21/1999,2205.46,2268.66,2205.46,2268.66,9038800,0,Menards,D5_HARDWARE,20833,FALSE,143748,1188,,,
06/22/1999,2268.67,2280.31,2209.85,2209.89,10022600,0,Amazon Marketplace,D2_HAND AND POWER TOOLS,3910,TRUE,178024,1496,,,
06/23/1999,2209.89,2239.59,2177.48,2239.33,9505700,0,Walmart Marketplace,DW_WINTER GOODS,4910,FALSE,161070,1770,,,
06/24/1999,2239.33,2239.33,2181.48,2184.87,9117300,0,Orchard Supply,D9_CHRISTMAS,61718,TRUE,132365,1151,,,
06/25/1999,2184.87,2221.31,2174.11,2185.76,7678900,0,Do it Best,D2_HAND AND POWER TOOLS,34456,TRUE,98892,1206,,,
06/28/1999,2185.76,2243.94,2185.76,2243.94,7619000,0,Amazon Marketplace,D5_HARDWARE,50842,FALSE,227331,1943,,,
06/29/1999,2243.73,2280.41,2192.95,2280.06,9521900,0,Lowes,D3_ELECTRICAL,11618,TRUE,227202,1993,,,
06/30/1999,2280.07,2320.43,2250.95,2296.77,13280600,0,Petco,D4_PLUMBING,10170,FALSE,82240,1028,,,
07/01/1999,2296.77,2329.06,2272.17,2322.32,10930900,0,Sears Marketplace,D2_HAND AND POWER TOOLS,12669,FALSE,85715,1085,,,
07/02/1999,2322.32,2348.22,2322.32,2347.88,8500200,0,Amazon,D2_HAND AND POWER TOOLS,25874,FALSE,191454,1877,,,
07/06/1999,2347.88,2383.02,2325.32,2330.73,11356200,0,Sears Marketplace,"D1_PAINT, SUNDRIES AND CLEANING",33953,FALSE,182156,1612,,,
07/07/1999,2331.12,2347.28,2317.38,2340.67,10337500,0,Petco,D8_AUTOMOTIVE / SPORTING GOODS /,63387,FALSE,218848,1954,,,
07/08/1999,2340.67,2377.86,2329.1,2374.58,10483800,0,Do it Best,D6_HOUSEWARES,33385,FALSE,148830,1210,,,
07/09/1999,2374.58,2393.36,2363.41,2393.02,9271800,0,Sears Marketplace,D6_HOUSEWARES,69432,FALSE,103928,1181,,,
07/12/1999,2393.02,2410.62,2370.09,2384.24,9813700,0,Orchard Supply,D9_CHRISTMAS,12094,FALSE,163262,1991,,,
07/13/1999,2384.21,2384.21,2352.52,2373.66,9953900,0,Sears Marketplace,D2_HAND AND POWER TOOLS,30097,TRUE,194480,1768,,,
07/14/1999,2373.61,2417.06,2360.83,2417.05,10710900,0,Petco,D9_CHRISTMAS,26737,FALSE,178416,1593,,,
07/15/1999,2417.05,2430.44,2407.4,2429.27,11193200,0,Lowes,DW_WINTER GOODS,42786,FALSE,184755,1695,,,
07/16/1999,2429.27,2466.8,2429.27,2459.48,10529600,0,Menards,"D1_PAINT, SUNDRIES AND CLEANING",40023,FALSE,101100,1011,,,
07/19/1999,2459.5,2468.42,2422.63,2424.62,9459500,0,WalMart,D3_ELECTRICAL,50766,FALSE,200246,1697,,,
07/20/1999,2424.62,2424.62,2327.73,2329.32,10812900,0,Lowes,D6_HOUSEWARES,6217,FALSE,111176,1069,,,
07/21/1999,2329.32,2368.37,2325.11,2363.63,10190800,0,Lowes,DW_WINTER GOODS,4433,TRUE,158356,1342,,,
07/22/1999,2363.63,2363.63,2281.31,2281.92,10386200,0,Amazon,D2_HAND AND POWER TOOLS,7519,TRUE,151143,1821,,,
07/23/1999,2281.92,2313.82,2270,2302.02,9220400,0,Petco,D2_HAND AND POWER TOOLS,45200,FALSE,110898,1098,,,
07/26/1999,2302.02,2302.02,2233.15,2233.51,8438500,0,Do it Best,D8_AUTOMOTIVE / SPORTING GOODS /,64117,TRUE,138216,1772,,,
07/27/1999,2233.51,2312.68,2233.51,2308.78,9975200,0,Do it Best,D4_PLUMBING,36293,TRUE,187666,1822,,,
07/28/1999,2308.39,2338.01,2282.77,2333.78,9648800,0,Lowes,D2_HAND AND POWER TOOLS,62816,TRUE,131248,1262,,,
07/29/1999,2333.78,2333.78,2256.18,2263.06,9170000,0,WalMart,D2_HAND AND POWER TOOLS,9986,TRUE,226395,1935,,,
07/30/1999,2263.06,2309.18,2263.06,2270.93,8772600,0,Home Depot,"D1_PAINT, SUNDRIES AND CLEANING",23834,TRUE,146147,1447,,,
08/02/1999,2270.93,2307.55,2255.79,2264.81,7542200,0,Sears,D4_PLUMBING,9521,TRUE,97486,1234,,,
08/03/1999,2264.81,2292.29,2211.44,2239.18,10135000,0,Petco,D4_PLUMBING,11572,TRUE,108080,1351,,,
08/04/1999,2239.18,2258.83,2202.49,2204.33,9641700,0,Sears Marketplace,D5_HARDWARE,33699,TRUE,156262,1978,,,
08/05/1999,2204.33,2232.23,2148.23,2232.23,11671100,0,Walmart Marketplace,D6_HOUSEWARES,40744,TRUE,165771,1467,,,
08/06/1999,2232.23,2260.01,2201.9,2212.15,8137300,0,Amazon Marketplace,D5_HARDWARE,38029,FALSE,164220,1564,,,
08/09/1999,2212.15,2226.67,2183.85,2187.61,7482100,0,Amazon,"D1_PAINT, SUNDRIES AND CLEANING",10140,TRUE,141934,1339,,,
08/10/1999,2187.61,2192.77,2120.26,2163.77,9782300,0,Walmart Marketplace,DW_WINTER GOODS,67493,FALSE,155440,1340,,,
08/11/1999,2164.55,2241.82,2164.55,2241.8,9114600,0,Grainger,D4_PLUMBING,3391,FALSE,194250,1554,,,
08/12/1999,2241.8,2260.84,2212.99,2214.33,9167700,0,Do it Best,D4_PLUMBING,16283,FALSE,150444,1393,,,
08/13/1999,2216.15,2307.13,2216.15,2307.06,9342200,0,Walmart Marketplace,D5_HARDWARE,23299,TRUE,173794,1538,,,
08/16/1999,2307.06,2332.97,2294.37,2313.08,7815700,0,Sears,D5_HARDWARE,13667,TRUE,146013,1227,,,
08/17/1999,2313.08,2346.55,2295.11,2337.37,8983900,0,Home Depot,D9_CHRISTMAS,35306,FALSE,174447,1917,,,
08/18/1999,2337.37,2351,2317.39,2317.39,10452900,0,Amazon Marketplace,DW_WINTER GOODS,2998,FALSE,220168,1898,,,
08/19/1999,2317.39,2317.39,2270.96,2278.79,8682800,0,WalMart,D2_HAND AND POWER TOOLS,50835,FALSE,203424,1956,,,
08/20/1999,2278.79,2315.49,2276.2,2315.07,7951400,0,WalMart,D5_HARDWARE,10302,TRUE,157976,1519,,,
08/23/1999,2315.07,2386.01,2315.07,2385.87,9156300,0,Orchard Supply,"D1_PAINT, SUNDRIES AND CLEANING",13423,FALSE,146069,1897,,,
08/24/1999,2385.84,2432.39,2371.14,2404.82,10321600,0,Do it Best,D6_HOUSEWARES,30996,TRUE,137536,1228,,,
08/25/1999,2404.82,2465.74,2400.21,2460.92,10359500,0,Tractor Supply,D6_HOUSEWARES,61819,FALSE,101550,1354,,,
08/26/1999,2460.92,2467.46,2416.31,2417.3,11000600,0,Do it Best,D6_HOUSEWARES,54903,FALSE,117132,1362,,,
08/27/1999,2417.3,2438.88,2396.07,2402.57,8060900,0,Lowes,D8_AUTOMOTIVE / SPORTING GOODS /,55640,TRUE,135090,1501,,,
08/30/1999,2402.57,2415.6,2358.79,2366.88,7959400,0,Tractor Supply,"D1_PAINT, SUNDRIES AND CLEANING",53753,FALSE,179586,1814,,,
08/31/1999,2366.88,2400.65,2326.99,2396.87,9705900,0,Menards,D8_AUTOMOTIVE / SPORTING GOODS /,56517,FALSE,97097,1001,,,
09/01/1999,2396.87,2433.45,2390.02,2404.94,9193300,0,Do it Best,DW_WINTER GOODS,68277,TRUE,206991,1899,,,
09/02/1999,2404.94,2407.49,2356.4,2392.6,8361600,0,Sears,DW_WINTER GOODS,25884,TRUE,119799,1479,,,
09/03/1999,2393.75,2506.75,2393.75,2506.69,9104100,0,Sears,D8_AUTOMOTIVE / SPORTING GOODS /,12455,TRUE,193039,1771,,,
09/07/1999,2506.69,2525.03,2491.82,2491.82,9112300,0,Do it Best,D2_HAND AND POWER TOOLS,59534,TRUE,178176,1536,,,
09/08/1999,2491.82,2504.55,2453.64,2454.67,10059500,0,Amazon Marketplace,DW_WINTER GOODS,62602,TRUE,147664,1678,,,
09/09/1999,2454.67,2506.01,2453.44,2505.5,10299700,0,Amazon Marketplace,DW_WINTER GOODS,40786,FALSE,168360,1403,,,
09/10/1999,2505.5,2548.55,2502.61,2534.61,11294300,0,Orchard Supply,"D1_PAINT, SUNDRIES AND CLEANING",45854,FALSE,143521,1421,,,
09/13/1999,2533.36,2533.36,2483.1,2483.1,9844400,0,Amazon Marketplace,D8_AUTOMOTIVE / SPORTING GOODS /,7176,FALSE,152746,1441,,,
09/14/1999,2483.3,2525.42,2482.14,2522.46,10130000,0,Menards,D2_HAND AND POWER TOOLS,69308,FALSE,154100,1340,,,
09/15/1999,2518.84,2539.26,2461.93,2463.09,10590500,0,WalMart,D5_HARDWARE,38236,FALSE,93480,1230,,,
09/16/1999,2459.79,2478.88,2413.02,2466.88,9603100,0,Home Depot,D5_HARDWARE,6160,FALSE,146013,1227,,,
09/17/1999,2468.88,2537.31,2468.88,2536.91,10050600,0,Petco,D6_HOUSEWARES,38214,FALSE,106029,1309,,,
09/20/1999,2541.16,2551.66,2523.04,2545.41,8033400,0,Home Depot,D9_CHRISTMAS,69707,FALSE,205088,1768,,,
09/21/1999,2536.66,2536.66,2472.94,2473.74,10359100,0,Walmart Marketplace,D8_AUTOMOTIVE / SPORTING GOODS /,47638,FALSE,85085,1001,,,
09/22/1999,2474.57,2515.62,2455.85,2513.94,10298800,0,Orchard Supply,DW_WINTER GOODS,28464,TRUE,227585,1979,,,
09/23/1999,2524.71,2539.66,2392.01,2403.07,11706300,0,Amazon,D8_AUTOMOTIVE / SPORTING GOODS /,39921,TRUE,162014,1373,,,
09/24/1999,2398.92,2410.58,2345.22,2399.58,11520000,0,Amazon Marketplace,DW_WINTER GOODS,60675,TRUE,161364,1582,,,
09/27/1999,2401.27,2453.94,2401.27,2426.51,9423100,0,Menards,D4_PLUMBING,14992,TRUE,184576,1648,,,
09/28/1999,2425.7,2437.99,2359.48,2428.11,11034000,0,Tractor Supply,DW_WINTER GOODS,42235,TRUE,154185,1623,,,
09/29/1999,2428.32,2449.27,2397.5,2398.78,11211100,0,Walmart Marketplace,D2_HAND AND POWER TOOLS,60636,FALSE,187248,1992,,,
09/30/1999,2401.49,2433.36,2379.42,2407.9,12105700,0,Sears,D9_CHRISTMAS,14621,TRUE,121912,1244,,,
10/01/1999,2407.7,2408.05,2358.22,2404.45,9736100,0,Amazon Marketplace,D9_CHRISTMAS,37982,TRUE,201250,1610,,,
10/04/1999,2406.45,2467.96,2406.45,2467.92,9146600,0,WalMart,D8_AUTOMOTIVE / SPORTING GOODS /,69656,FALSE,125882,1114,,,
10/05/1999,2468.44,2507.9,2436.23,2471.5,11932600,0,Amazon,D3_ELECTRICAL,42710,TRUE,114300,1524,,,
10/06/1999,2479.06,2532.4,2479.06,2532.4,11700500,0,Menards,"D1_PAINT, SUNDRIES AND CLEANING",53768,FALSE,193356,1572,,,
10/07/1999,2535.69,2558.1,2512.29,2532,12168900,0,Sears,"D1_PAINT, SUNDRIES AND CLEANING",68102,TRUE,173360,1970,,,
10/08/1999,2534.1,2555.36,2484.18,2555.36,10350300,0,Sears,D2_HAND AND POWER TOOLS,10267,TRUE,177944,1534,,,
10/11/1999,2556.86,2585.03,2555.18,2578.88,8732600,0,Grainger,D8_AUTOMOTIVE / SPORTING GOODS /,22774,FALSE,156208,1502,,,
10/12/1999,2585.53,2586.33,2508.02,2526.82,10040900,0,Amazon Marketplace,"D1_PAINT, SUNDRIES AND CLEANING",57145,TRUE,162558,1642,,,
10/13/1999,2515.8,2527.15,2444.62,2454.49,10047200,0,Home Depot,DW_WINTER GOODS,41205,TRUE,86892,1114,,,
10/14/1999,2463.26,2484.24,2426.18,2470.99,10154900,0,Petco,D4_PLUMBING,39724,FALSE,116004,1381,,,
10/15/1999,2467.2,2468.34,2382.24,2403.81,10747400,0,Walmart Marketplace,D4_PLUMBING,52002,FALSE,129808,1159,,,
10/18/1999,2401.2,2404.92,2299.95,2362.11,9973500,0,Menards,D3_ELECTRICAL,40825,TRUE,149524,1289,,,
10/19/1999,2369.55,2401.92,2346.27,2362.25,10931100,0,Sears,D2_HAND AND POWER TOOLS,63965,FALSE,99882,1074,,,
10/20/1999,2384.52,2466.29,2384.52,2466.29,10537000,0,Walmart Marketplace,DW_WINTER GOODS,53902,FALSE,201674,1958,,,
10/21/1999,2450.44,2482.03,2396.58,2477.14,11232200,0,Amazon Marketplace,D9_CHRISTMAS,6591,TRUE,218880,1824,,,
10/22/1999,2479.74,2523.61,2472.4,2485.9,11753000,0,Sears Marketplace,D4_PLUMBING,32802,FALSE,184585,1943,,,
10/25/1999,2488.16,2507.63,2462.7,2484.19,9331900,0,Menards,D9_CHRISTMAS,35843,FALSE,148764,1518,,,
10/26/1999,2484.85,2522.8,2466.09,2466.4,10674200,0,Amazon,D5_HARDWARE,56563,TRUE,176784,1524,,,
10/27/1999,2466.45,2467.89,2423.29,2457.46,10753400,0,Amazon Marketplace,"D1_PAINT, SUNDRIES AND CLEANING",67029,TRUE,94500,1260,,,
10/28/1999,2471.91,2540.17,2471.91,2539.93,12491600,0,Home Depot,D4_PLUMBING,25663,TRUE,110390,1330,,,
10/29/1999,2539.93,2651.12,2539.93,2637.44,14413800,0,Home Depot,D9_CHRISTMAS,13875,FALSE,124740,1620,,,
11/01/1999,2637.04,2661.08,2616.27,2616.36,10760800,0,Home Depot,D2_HAND AND POWER TOOLS,57994,TRUE,100188,1089,,,
11/02/1999,2617.07,2662.51,2612.39,2626.99,12485400,0,Orchard Supply,D4_PLUMBING,38077,FALSE,118725,1583,,,
